Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
WIT,Wipro Limited,5.08,$22.87B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wit
WNS,WNS (Holdings) Limited,48.41,$2.42B,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wns
WWW,"Wolverine World Wide, Inc.",33.72,$3.2B,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/www
WF,Woori Bank,42.44,$9.52B,2014,Finance,Commercial Banks,https://www.nasdaq.com/symbol/wf
WK,Workiva Inc.,35.21,$1.54B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/wk
INT,World Fuel Services Corporation,25.31,$1.7B,n/a,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/int
WWE,"World Wrestling Entertainment, Inc.",62.6,$4.88B,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/wwe
WP,"Worldpay, Inc.",79.49,$24.81B,2012,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wp
WOR,"Worthington Industries, Inc.",40.67,$2.41B,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/wor
WPP,WPP plc,54.26,$13.69B,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/wpp
WPX,"WPX Energy, Inc.",13.25,$5.57B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/wpx
WYND,"Wyndham Destinations, Inc.",41.79,$4.07B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynd
WH,"Wyndham Hotels & Resorts, Inc.",47.38,$4.7B,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wh
XYF,X Financial,7.3,n/a,2018,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/xyf
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust,8.765,$73.17M,2017,n/a,n/a,https://www.nasdaq.com/symbol/xflt
XHR,"Xenia Hotels & Resorts, Inc.",19.82,$2.23B,2015,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/xhr
XRX,Xerox Corporation,25.37,$6.05B,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/xrx
XIN,Xinyuan Real Estate Co Ltd,4.2,$270.58M,2007,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/xin
XOXO,"XO Group, Inc.",34.49,$894.09M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/xoxo
XPO,"XPO Logistics, Inc.",72.26,$9.17B,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/xpo
XYL,Xylem Inc.,68.02,$12.22B,2011,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/xyl
AUY,Yamana Gold Inc.,2.16,$2.05B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/auy
YELP,Yelp Inc.,30.74,$2.55B,2012,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/yelp
YETI,"YETI Holdings, Inc.",18.09,n/a,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/yeti
YEXT,"Yext, Inc.",16.92,$1.67B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/yext
YRD,Yirendai Ltd.,17.32,$2.1B,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/yrd
YPF,YPF Sociedad Anonima,14.9,$5.86B,1993,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/ypf
YUMC,"Yum China Holdings, Inc.",35.02,$13.28B,2016,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/yumc
YUM,"Yum! Brands, Inc.",87.19,$27.23B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/yum
ZAYO,"Zayo Group Holdings, Inc.",25.49,$6.03B,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/zayo
ZEN,"Zendesk, Inc.",53.1,$5.68B,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/zen
ZBH,"Zimmer Biomet Holdings, Inc.",112.7,$22.99B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/zbh
ZB^A,Zions Bancorporation N.A.,21.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/zb^a
ZB^G,Zions Bancorporation N.A.,26.1637,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/zb^g
ZB^H,Zions Bancorporation N.A.,24.68,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/zb^h
ZBK,Zions Bancorporation N.A.,28.3963,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/zbk
ZTS,Zoetis Inc.,89.24,$42.88B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zts
ZTO,ZTO Express (Cayman) Inc.,16.48,$12.97B,2016,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/zto
